id,zanr 
106746,Shooter
106746,Third-Person
106746,Tactical
106746,Modern
162502,Action
162502,Shooter
162502,First-Person
162502,Sci-Fi
113292,Miscellaneous
113292,Puzzle
113292,General
142827,Role-Playing
142827,Action RPG
113078,Fantasy
113078,Action Adventure
113078,Linear
211065,Sports
211065,Traditional
211065,Team
211065,Soccer
211065,Sim
517307,Racing
517307,Arcade
517307,Other
215523,Driving
215523,Racing
215523,Arcade
215523,Kart
215523,Other
215523,Automobile
426260,Adventure
426260,General
426260,Point-and-Click
112015,Sports
112015,Traditional
112015,Team
112015,Football
112015,Sim
102710,Role-Playing
102710,Console-style RPG
193368,Fantasy
193368,Role-Playing
193368,Massively Multiplayer Online
193368,Massively Multiplayer
114082,Action
114082,Miscellaneous
114082,Parlor
114082,Pinball
522815,Action
522815,Shooter
522815,Third-Person
522815,Arcade
556446,Racing
556446,Simulation
556446,Arcade
556446,Automobile
324588,Sports
324588,Traditional
324588,Team
324588,Soccer
324588,Sim
154444,Simulation
154444,Miscellaneous
154444,Virtual Life
154444,Virtual
109305,Strategy
109305,Real-Time
109305,Sci-Fi
109305,General
109301,Strategy
109301,Real-Time
109301,General
109301,Historic
162327,Strategy
162327,Breeding/Constructing
103991,Driving
103991,Racing
103991,GT / Street
510902,Racing
510902,Simulation
510902,Automobile
233831,General
233831,Adventure
233831,3D
233831,First-Person
129172,Action
129172,Fighting
129172,2D
543782,Action
543782,Shooter
543782,First-Person
543782,Light Gun
543782,Arcade
525665,Action Adventure
525665,Open-World
163268,Sports
163268,Alternative
163268,Skateboarding
510538,Role-Playing
510538,Action RPG
112730,Role-Playing
112730,Console-style RPG
112730,Japanese-Style
110202,Driving
110202,Racing
110202,Simulation
110202,GT / Street
110202,Automobile
527067,Action
527067,Platformer
527067,2D
263505,Miscellaneous
263505,Adventure
263505,General
263505,3D
263505,First-Person
520062,Role-Playing
520062,Action RPG
109792,Simulation
109792,Flight
109792,Modern Jet
109792,Combat
239369,Action
239369,Shooter
239369,First-Person
239369,Modern
239369,Arcade
129238,Action
129238,Shooter
129238,First-Person
129238,Sci-Fi
129238,Arcade
111241,Role-Playing
111241,First-Person
111241,Western-Style
110399,Sports
110399,Traditional
110399,Soccer
110399,Sim
100384,Action
100384,Shooter
100384,First-Person
100384,Modern
100384,Arcade
418905,Role-Playing
418905,Adventure
418905,General
418905,Action RPG
537174,Role-Playing
537174,Japanese-Style
289993,Fantasy
289993,Strategy
289993,Turn-Based
289993,General
111777,Strategy
111777,Real-Time
111777,Sci-Fi
111777,General
541228,Miscellaneous
541228,Compilation
512089,Adventure
512089,Point-and-Click
173344,Action
173344,Miscellaneous
173344,Adventure
173344,General
173344,Compilation
173344,Point-and-Click
112507,Sports
112507,Traditional
112507,Soccer
112507,Sim
103113,Sports
103113,Traditional
103113,Basketball
103113,Sim
161504,Sports
161504,Traditional
161504,Basketball
161504,Sim
102122,Sports
102122,Traditional
102122,Individual
102122,Golf
102122,Sim
101552,Role-Playing
101552,Massively Multiplayer Online
101552,Massively Multiplayer
101552,Sci-Fi
102025,Adventure
102025,3D
102025,Fantasy
102025,Third-Person
163149,Driving
163149,Racing
163149,Stock Car
102889,Sports
102889,Miscellaneous
102889,Parlor
102889,Individual
102889,Billiards
101206,Simulation
101206,Miscellaneous
101206,Virtual Life
101206,Virtual
238175,Action Adventure
238175,Adventure
238175,Fantasy
238175,General
238175,Point-and-Click
111069,Action
111069,Platformer
111069,2D
510884,Action
510884,Shooter
510884,First-Person
510884,Arcade
162050,Action
162050,Shooter
162050,Third-Person
162050,Sci-Fi
517679,Sports
517679,Team
517679,Baseball
517679,Sim
109978,Simulation
109978,Flight
109978,Helicopter
109978,Civilian
109826,Sports
109826,Traditional
109826,Team
109826,Soccer
109826,Sim
115306,Sports
115306,Traditional
115306,Team
115306,Football
115306,Soccer
115306,Sim
115178,Driving
115178,Racing
115178,Arcade
115178,Kart
115178,Other
307242,Role-Playing
307242,Action RPG
114492,Role-Playing
114492,Strategy
114492,Turn-Based
114492,General
555988,Action
555988,Shooter
555988,Third-Person
555988,Tactical
547017,Role-Playing
547017,Western-Style
519785,Action
519785,Platformer
519785,2D
522894,Puzzle
522894,Action
499432,Action
499432,Rhythm
499432,Music
345610,Horror
345610,Action Adventure
345610,Survival
315999,Action
315999,Shooter
315999,First-Person
315999,Modern
315999,Arcade
368893,Fantasy
368893,Strategy
368893,Turn-Based
368893,General
126983,Action Adventure
126983,Modern
126983,General
514507,Action
514507,Shooter
514507,First-Person
514507,Arcade
527336,Action
527336,Shooter
527336,Third-Person
527336,Arcade
113642,Miscellaneous
113642,Adventure
113642,General
113642,Compilation
112174,Action Adventure
112174,Fantasy
112174,General
558055,Miscellaneous
558055,Party / Minigame
109116,Strategy
109116,Real-Time
109116,Sci-Fi
109116,General
112058,Strategy
112058,Real-Time
112058,Fantasy
112058,Defense
510080,General
510080,Strategy
510080,Turn-Based
510080,Tactics
103316,Action
103316,Shooter
103316,First-Person
103316,Tactical
103316,Modern
111124,Driving
111124,Racing
111124,Simulation
111124,Rally / Offroad
111124,Automobile
102145,Driving
102145,Racing
102145,Simulation
102145,Rally / Offroad
102145,Automobile
499243,General
499243,Action
499243,Shooter
499243,First-Person
499243,Arcade
526898,Sports
526898,Team
526898,Basketball
526898,Arcade
526898,Sim
340919,Role-Playing
340919,Action RPG
209665,Miscellaneous
209665,Adventure
209665,General
209665,Compilation
209665,Point-and-Click
167742,Sports
167742,Alternative
167742,Individual
167742,Snowboarding
167742,Ski / Snowboard
509954,Action
509954,Platformer
509954,2D
345611,Action Adventure
345611,Horror
345611,Survival
248903,Fantasy
248903,Strategy
248903,Turn-Based
248903,Tactics
521380,Role-Playing
521380,Action RPG
491884,Adventure
491884,3D
491884,First-Person
157958,Miscellaneous
157958,Trivia / Game Show
102299,Action
102299,Beat-'Em-Up
101776,Strategy
101776,Real-Time
101776,Historic
101776,General
101414,Driving
101414,Racing
101414,Rally / Offroad
101335,Simulation
101335,Flight
101335,WWII
101335,Combat
101281,Role-Playing
101281,Massively Multiplayer Online
101281,Massively Multiplayer
101281,Fantasy
160762,Role-Playing
160762,Console-style RPG
161005,Action
161005,Beat-'Em-Up
166189,Action Adventure
166189,Modern
166189,General
538517,Action
538517,Platformer
538517,2D
285072,Action
285072,Action Adventure
285072,General
285072,Platformer
285072,2D
334531,Action
334531,Fighting
334531,3D
172842,Action
172842,Shooter
172842,First-Person
172842,Sci-Fi
172842,Arcade
218508,Action
218508,Shooter
218508,First-Person
218508,Historic
218508,Arcade
175313,Sports
175313,Traditional
175313,Team
175313,Football
175313,Sim
338682,Action
338682,Fighting
338682,2D
108815,Miscellaneous
108815,Puzzle
108815,Matching
518652,Action
518652,Platformer
518652,2D
161873,Action
161873,Platformer
161873,2D
522805,Action
522805,Platformer
522805,3D
535717,Role-Playing
535717,Action RPG
509926,Sports
509926,Team
509926,Football
509926,Sim
176530,Adventure
176530,General
176530,Third-Person
176530,Point-and-Click
176530,Fantasy
107646,Driving
107646,Racing
107646,Arcade
107646,Automobile
155833,Action Adventure
155833,Adventure
155833,General
155833,Horror
155833,3D
155833,Visual Novel
155833,First-Person
155833,Modern
502679,Role-Playing
502679,General
540620,Action Adventure
540620,General
500658,Puzzle
500658,Action
108292,Sports
108292,Traditional
108292,Team
108292,Basketball
108292,Sim
187908,Action
187908,Racing
187908,General
187908,Arcade
187908,Other
173617,Action Adventure
173617,Horror
173617,Survival
365411,Sports
365411,Traditional
365411,Team
365411,Soccer
365411,Sim
324584,Sports
324584,Traditional
324584,Team
324584,Soccer
324584,Sim
299353,Action
299353,Shooter
299353,Scrolling
299353,Shoot-'Em-Up
299353,Vertical
109374,Miscellaneous
109374,Puzzle
109374,General
109374,Logic
110579,Action
110579,Platformer
110579,3D
530535,Action
530535,Platformer
530535,2D
103463,Strategy
103463,Real-Time
103463,Fantasy
103463,General
268698,Action
268698,Miscellaneous
268698,Parlor
268698,Pinball
103739,Action Adventure
103739,Modern
103739,General
108757,Action
108757,Fighting
108757,2D
521810,Racing
521810,Arcade
521810,Automobile
507463,Action
507463,Platformer
507463,2D
504690,Action
504690,Shooter
504690,First-Person
504690,Arcade
106157,Driving
106157,Racing
106157,Simulation
106157,GT / Street
106157,Automobile
110162,Action Adventure
110162,Modern
110162,Open-World
417235,Fantasy
417235,Action Adventure
417235,General
566748,Adventure
566748,Visual Novel
103546,Action
103546,Shooter
103546,Third-Person
103546,Sci-Fi
553608,General
553608,Adventure
553608,Visual Novel
560446,Miscellaneous
560446,Party / Minigame
514561,General
514561,Strategy
514561,Turn-Based
514561,Tactics
510228,Miscellaneous
510228,Compilation
491021,Sports
491021,Individual
491021,Skate / Skateboard
188295,Sci-Fi
188295,Role-Playing
188295,Massively Multiplayer Online
188295,Massively Multiplayer
206853,General
206853,Adventure
206853,3D
206853,Point-and-Click
206853,Third-Person
206853,Fantasy
164387,Role-Playing
164387,Miscellaneous
164387,Action RPG
164387,Compilation
131756,Strategy
131756,Real-Time
131756,Sci-Fi
131756,Defense
112710,Sports
112710,Traditional
112710,Baseball
112710,Management
109396,Action
109396,Fighting
109396,3D
103239,Driving
103239,Action Adventure
103239,Mission-based
103239,Open-World
103164,Miscellaneous
103164,Rhythm
103164,Dancing
102380,Sports
102380,Traditional
102380,Ice Hockey
102380,Arcade
102339,Action
102339,Shooter
102339,First-Person
102339,Tactical
102339,Modern
102883,Simulation
102883,Sci-Fi
102883,Space
102883,Large Spaceship
102883,Civilian
160744,Strategy
160744,Breeding/Constructing
101004,Adventure
101004,General
235211,Driving
235211,General
235211,Racing
235211,Arcade
235211,Automobile
511108,Action Adventure
511108,General
511108,Linear
532032,Role-Playing
532032,Japanese-Style
114719,Driving
114719,Racing
114719,Arcade
114719,Automobile
112716,Action
112716,Shooter
112716,Third-Person
112716,Sci-Fi
112716,Arcade
115187,Sports
115187,Miscellaneous
115187,Parlor
115187,Individual
115187,Billiards
107365,Sports
107365,Traditional
107365,Individual
107365,Golf
107365,Arcade
325948,Puzzle
325948,Action
325948,General
101850,Action
101850,Shooter
101850,First-Person
101850,Sci-Fi
101850,Arcade
190534,Action
190534,Platformer
190534,2D
258714,Role-Playing
258714,Action RPG
258714,Miscellaneous
258714,Compilation
162630,Action Adventure
162630,Modern
515260,Action Adventure
515260,Sandbox
532684,Role-Playing
532684,Massively Multiplayer
131072,Action
131072,Platformer
131072,2D
215608,Fantasy
215608,General
215608,Action Adventure
215608,Sandbox
115418,Miscellaneous
115418,Music Maker
115418,Application
105937,Action Adventure
105937,Horror
105937,Survival
108189,Sports
108189,Alternative
108189,Individual
108189,Skateboarding
108189,Skate / Skateboard
194771,Action Adventure
194771,Modern
194771,Open-World
212690,Action
212690,Fighting
212690,2D
168064,General
168064,Action
